strain_1,strain_2,shared_components,Source_1,Source_2,Pair_Type
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_004209275.1_ASM420927v1_genomic.fasta,4,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_026326415.1_PDT001494786.1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_031047695.1_PDT001725777.1_genomic.fasta,4,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_002189255.1_ASM218925v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_031047955.1_PDT001725765.1_genomic.fasta,6,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_016652065.1_ASM1665206v1_genomic.fasta,4,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_031174745.1_PDT001873524.1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_022550215.1_ASM2255021v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_031033265.1_PDT001776407.1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_004802965.1_ASM480296v1_genomic.fasta,5,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_030024865.1_ASM3002486v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_036986575.1_ASM3698657v1_genomic.fasta,GCA_016651955.1_ASM1665195v1_genomic.fasta,4,Food,Human,NonHuman-Human
GCA_036986455.1_ASM3698645v1_genomic.fasta,GCA_004209275.1_ASM420927v1_genomic.fasta,4,Animal,Human,NonHuman-Human
GCA_036986455.1_ASM3698645v1_genomic.fasta,GCA_026326415.1_PDT001494786.1_genomic.fasta,3,Animal,Human,NonHuman-Human
GCA_036986455.1_ASM3698645v1_genomic.fasta,GCA_031047695.1_PDT001725777.1_genomic.fasta,3,Animal,Human,NonHuman-Human
GCA_036986455.1_ASM3698645v1_genomic.fasta,GCA_031047955.1_PDT001725765.1_genomic.fasta,3,Animal,Human,NonHuman-Human
GCA_036986455.1_ASM3698645v1_genomic.fasta,GCA_016652065.1_ASM1665206v1_genomic.fasta,3,Animal,Human,NonHuman-Human
GCA_036986455.1_ASM3698645v1_genomic.fasta,GCA_004802965.1_ASM480296v1_genomic.fasta,3,Animal,Human,NonHuman-Human
GCA_036986455.1_ASM3698645v1_genomic.fasta,GCA_030024865.1_ASM3002486v1_genomic.fasta,3,Animal,Human,NonHuman-Human
GCA_036986455.1_ASM3698645v1_genomic.fasta,GCA_016651955.1_ASM1665195v1_genomic.fasta,3,Animal,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_004209275.1_ASM420927v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_033541695.1_ASM3354169v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_002189255.1_ASM218925v1_genomic.fasta,4,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_002411905.1_ASM241190v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_033540735.1_ASM3354073v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_031047955.1_PDT001725765.1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_026334695.1_PDT001494311.1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_002189245.1_ASM218924v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_026312255.1_PDT001494787.1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_022309775.1_PDT001250573.1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_004803325.1_ASM480332v1_genomic.fasta,4,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_031033265.1_PDT001776407.1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_026347235.1_PDT001493785.1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_002187105.1_ASM218710v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_004802965.1_ASM480296v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_037164945.1_ASM3716494v1_genomic.fasta,GCA_003382185.1_ASM338218v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_003346675.1_ASM334667v1_genomic.fasta,GCA_033541695.1_ASM3354169v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_003346675.1_ASM334667v1_genomic.fasta,GCA_002189255.1_ASM218925v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_003346675.1_ASM334667v1_genomic.fasta,GCA_026312255.1_PDT001494787.1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_003346675.1_ASM334667v1_genomic.fasta,GCA_004803325.1_ASM480332v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_003346675.1_ASM334667v1_genomic.fasta,GCA_002187105.1_ASM218710v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_003346675.1_ASM334667v1_genomic.fasta,GCA_003382185.1_ASM338218v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_004209275.1_ASM420927v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_002934815.1_ASM293481v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_024989255.1_ASM2498925v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_002189255.1_ASM218925v1_genomic.fasta,4,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_035017105.1_ASM3501710v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_002189245.1_ASM218924v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_026312255.1_PDT001494787.1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_031033265.1_PDT001776407.1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_015208935.1_ASM1520893v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_009907615.1_ASM990761v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_004802965.1_ASM480296v1_genomic.fasta,4,Environment,Human,NonHuman-Human
GCA_024988895.1_ASM2498889v1_genomic.fasta,GCA_030024865.1_ASM3002486v1_genomic.fasta,3,Environment,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_004209275.1_ASM420927v1_genomic.fasta,4,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_016651895.1_ASM1665189v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_024989255.1_ASM2498925v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_002189255.1_ASM218925v1_genomic.fasta,4,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_002411905.1_ASM241190v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_033540735.1_ASM3354073v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_026334695.1_PDT001494311.1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_002189245.1_ASM218924v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_026312255.1_PDT001494787.1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_015265985.1_ASM1526598v1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_024471235.1_PDT001370519.1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_031033265.1_PDT001776407.1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_026347235.1_PDT001493785.1_genomic.fasta,3,Food,Human,NonHuman-Human
GCA_018790985.1_ASM1879098v1_genomic.fasta,GCA_009907615.1_ASM990761v1_genomic.fasta,3,Food,Human,NonHuman-Human
